longitude,latitude,population
119.644622,27.174597,55.93344784393572
119.654622,27.174597,50.56256378678915
119.664622,27.174597,60.02422583927808
119.674622,27.174597,70.83875579265984
119.68462200000002,27.174597,52.87785363865746
119.69462200000002,27.174597,54.017288816972886
119.70462200000004,27.174597,76.16696823907598
119.71462200000003,27.174597,68.1898470858429
119.72462200000004,27.174597,54.69799517818171
119.73462200000004,27.174597,68.32178339742632
119.74462200000004,27.174597,57.08767838315829
119.75462200000004,27.174597,58.24025097950833
119.76462200000006,27.174597,68.71444084659842
119.77462200000006,27.174597,41.28803477927765
119.78462200000008,27.174597,44.694616400242914
119.79462200000007,27.174597,61.7774228504164
119.80462200000008,27.174597,56.61127528818276
119.81462200000009,27.174597,76.9442625797937
119.82462200000008,27.174597,60.40746347922277
119.8346220000001,27.174597,53.99101477836752
119.8446220000001,27.174597,99.17215970236477
119.8546220000001,27.174597,74.62324225436429
119.86462200000013,27.174597,80.70144442193119
119.87462200000012,27.174597,57.99944858086497
119.88462200000012,27.174597,73.61625130069807
119.89462200000013,27.174597,85.98612059024515
119.90462200000012,27.174597,65.92553716531985
119.91462200000014,27.174597,93.71880232743658
119.92462200000014,27.174597,78.05077187977759
119.93462200000016,27.174597,84.98746462551503
119.94462200000017,27.174597,80.75730853492787
119.95462200000016,27.174597,127.95077406381834
119.96462200000016,27.174597,94.67057683526352
119.97462200000017,27.174597,76.081150579778
119.98462200000016,27.174597,114.19512847195053
119.99462200000018,27.174597,75.30607614776034
120.00462200000018,27.174597,105.43157106123184
120.0146220000002,27.174597,62.4929195653182
120.0246220000002,27.174597,76.62329433369095
120.0346220000002,27.174597,110.07195435444196
120.0446220000002,27.174597,123.33032779615512
120.0546220000002,27.174597,112.74537262334267
120.0646220000002,27.174597,107.9935580154686
120.07462200000022,27.174597,105.33204953341269
120.08462200000022,27.174597,80.00868795974012
120.09462200000024,27.174597,98.5350227329867
120.10462200000023,27.174597,105.85556195045766
120.11462200000024,27.174597,143.0341766719595
120.12462200000024,27.174597,127.74024409692588
120.13462200000023,27.174597,78.3087663354656
120.14462200000024,27.174597,130.30416451497058
120.15462200000026,27.174597,114.22861843036638
120.16462200000026,27.174597,108.18237328167064
120.17462200000028,27.174597,141.9257248901498
120.18462200000027,27.174597,154.10375055151718
120.19462200000028,27.174597,153.06497723674977
120.20462200000028,27.174597,108.4056083476832
120.21462200000028,27.174597,123.34329244672124
120.2246220000003,27.174597,141.42770235271226
120.2346220000003,27.174597,159.86592829624922
120.2446220000003,27.174597,121.92917137639438
120.25462200000032,27.174597,130.84996998903995
120.26462200000032,27.174597,106.6045713356474
120.27462200000032,27.174597,104.86880519630684
120.28462200000033,27.174597,161.30074749050644
120.29462200000032,27.174597,177.4770014901946
120.30462200000034,27.174597,138.3912149969596
120.31462200000034,27.174597,169.49918571366027
120.32462200000036,27.174597,152.12609051214483
120.33462200000037,27.174597,124.12251137111484
120.34462200000036,27.174597,153.44092812866597
120.35462200000036,27.174597,187.81040888301013
120.36462200000037,27.174597,143.0695288626758
120.37462200000036,27.174597,189.7392245392366
120.38462200000038,27.174597,68.96558096924326
120.39462200000038,27.174597,169.02591245262602
120.4046220000004,27.174597,147.92767413973343
120.4146220000004,27.174597,136.86234650829314
120.4246220000004,27.174597,148.35022998647392
120.4346220000004,27.174597,87.79667052079665
120.4446220000004,27.174597,139.30737325647596
120.4546220000004,27.174597,156.0333547731753
120.46462200000042,27.174597,188.49756732632264
120.47462200000042,27.174597,130.23210107724495
120.48462200000044,27.174597,121.57901275104405
120.49462200000043,27.174597,130.185805409232
120.50462200000044,27.174597,170.74737123040197
120.51462200000044,27.174597,153.34222150407973
120.52462200000043,27.174597,128.18939394885493
120.53462200000044,27.174597,157.48335818140998
120.54462200000046,27.174597,144.96783145709168
120.55462200000046,27.174597,168.95560039620443
120.56462200000048,27.174597,121.03954210224204
120.57462200000047,27.174597,130.85616072927596
120.58462200000048,27.174597,128.2867285252952
120.59462200000048,27.174597,97.8358844789437
120.60462200000048,27.174597,145.53254226405292
120.6146220000005,27.174597,143.54293896836523
120.6246220000005,27.174597,135.53834022742498
120.6346220000005,27.174597,128.03316727828846
120.64462200000052,27.174597,95.5160418934699
120.65462200000051,27.174597,120.97200265124414
120.66462200000052,27.174597,121.92771243615152
120.67462200000053,27.174597,108.8716642078106
120.68462200000052,27.174597,124.28175131102005
120.69462200000054,27.174597,137.41052792337518
120.70462200000054,27.174597,173.28129060461634
120.71462200000056,27.174597,128.8165378944108
120.72462200000056,27.174597,129.43675740050543
120.73462200000056,27.174597,119.88442845392537
120.74462200000056,27.174597,74.11796588213889
120.75462200000057,27.174597,118.19878692379952
120.76462200000056,27.174597,118.77854649967392
120.77462200000058,27.174597,172.9721993357459
120.78462200000058,27.174597,109.98398824730596
120.7946220000006,27.174597,119.6793562974437
120.8046220000006,27.174597,110.57388558613562
120.8146220000006,27.174597,84.14399645026306
120.8246220000006,27.174597,133.0105446462941
120.8346220000006,27.174597,122.75948373628644
120.8446220000006,27.174597,121.78735894555857
120.85462200000062,27.174597,84.7468938271412
120.86462200000062,27.174597,130.64134396013293
120.87462200000064,27.174597,72.28606536004884
120.88462200000065,27.174597,110.48372967440773
120.89462200000064,27.174597,139.93799723295183
120.90462200000064,27.174597,76.77314980493655
120.91462200000063,27.174597,83.5085505285509
120.92462200000064,27.174597,94.4595541337208
120.93462200000066,27.174597,81.88890811030285
120.94462200000066,27.174597,61.74904443211779
120.95462200000068,27.174597,89.17269677254485
120.96462200000067,27.174597,68.06902164871364
120.97462200000068,27.174597,92.95008946001792
120.98462200000068,27.174597,68.05822656895255
120.99462200000067,27.174597,107.27329653977976
121.0046220000007,27.174597,67.8021119649331
121.0146220000007,27.174597,73.83267748724627
121.0246220000007,27.174597,90.04936462660139
121.03462200000072,27.174597,57.28645919376519
121.04462200000071,27.174597,77.9456909101121
121.05462200000072,27.174597,92.24644056179908
121.06462200000072,27.174597,48.66094609989639
121.07462200000072,27.174597,72.91987004856362
121.08462200000072,27.174597,72.52744234003931
121.09462200000074,27.174597,78.14845431289282
121.10462200000076,27.174597,49.84908263687894
121.11462200000076,27.174597,47.76465867973115
121.12462200000076,27.174597,70.23204872473109
121.13462200000076,27.174597,65.99936379314342
121.14462200000077,27.174597,64.07914733578329
121.15462200000076,27.174597,63.90386408631264
121.16462200000078,27.174597,50.56254617306276
121.17462200000078,27.174597,59.96039781407714
121.1846220000008,27.174597,59.38202216267023
121.1946220000008,27.174597,47.06301704816126
121.2046220000008,27.174597,73.79291401167723
121.2146220000008,27.174597,57.57389535578586
121.2246220000008,27.174597,39.19833232925681
119.644622,27.184597,41.72374912278966
119.654622,27.184597,61.315702635143296
119.664622,27.184597,66.69168571805609
119.674622,27.184597,46.25106385459886
119.68462200000002,27.184597,67.43446345784506
119.69462200000002,27.184597,62.53589080427251
119.70462200000004,27.184597,68.71465316834842
119.71462200000003,27.184597,83.14324494885581
119.72462200000004,27.184597,58.53882479409928
119.73462200000004,27.184597,53.38580113034364
119.74462200000004,27.184597,52.764416142294
119.75462200000004,27.184597,54.83105046472638
119.76462200000006,27.184597,65.84757736878254
119.77462200000006,27.184597,72.91094194076321
119.78462200000008,27.184597,73.50076580954733
119.79462200000007,27.184597,82.8120288293472
119.80462200000008,27.184597,72.67209494569832
119.81462200000009,27.184597,95.4182444282433
119.82462200000008,27.184597,71.39644514251219
119.8346220000001,27.184597,118.67764436155927
119.8446220000001,27.184597,88.15705492921181
119.8546220000001,27.184597,66.16747893991433
119.86462200000013,27.184597,63.94751610134305
119.87462200000012,27.184597,90.90933211893729
119.88462200000012,27.184597,80.67969070565316
119.89462200000013,27.184597,98.29361426944573
119.90462200000012,27.184597,95.8685848959459
119.91462200000014,27.184597,87.85929169046017
119.92462200000014,27.184597,75.37731661208257
119.93462200000016,27.184597,64.36550167560326
119.94462200000017,27.184597,85.55677700429209
119.95462200000016,27.184597,111.9239972590294
119.96462200000016,27.184597,101.33378268071785
119.97462200000017,27.184597,74.1790696672252
119.98462200000016,27.184597,103.89448017466648
119.99462200000018,27.184597,109.90519997711198
120.00462200000018,27.184597,85.3417309931948
120.0146220000002,27.184597,108.52907115194748
120.0246220000002,27.184597,108.15902715513135
120.0346220000002,27.184597,83.72309364550432
120.0446220000002,27.184597,118.02845815380508
120.0546220000002,27.184597,124.28727118184462
120.0646220000002,27.184597,137.90478890151107
120.07462200000022,27.184597,139.16465090166133
120.08462200000022,27.184597,84.41211737251597
120.09462200000024,27.184597,95.93167627693047
120.10462200000023,27.184597,131.9491773324753
120.11462200000024,27.184597,133.6069726338457
120.12462200000024,27.184597,135.304651395044
120.13462200000023,27.184597,219.82948911675257
120.14462200000024,27.184597,139.97066548655653
120.15462200000026,27.184597,155.92899560728506
120.16462200000026,27.184597,153.00119618734738
120.17462200000028,27.184597,146.79327980610373
120.18462200000027,27.184597,122.95589264672547
120.19462200000028,27.184597,152.675739058973
120.20462200000028,27.184597,113.15673151440232
120.21462200000028,27.184597,128.698747447927
120.2246220000003,27.184597,123.07982585467948
120.2346220000003,27.184597,139.7373802124219
120.2446220000003,27.184597,202.7883275992398
120.25462200000032,27.184597,87.53188386000086
120.26462200000032,27.184597,160.0643719689512
120.27462200000032,27.184597,96.02283247817849
120.28462200000033,27.184597,129.21667612000076
120.29462200000032,27.184597,174.84644675433398
120.30462200000034,27.184597,146.27333357091533
120.31462200000034,27.184597,113.90404088674654
120.32462200000036,27.184597,125.05481157743904
120.33462200000037,27.184597,166.53091544251444
120.34462200000036,27.184597,125.71391561727386
120.35462200000036,27.184597,154.1705325262496
120.36462200000037,27.184597,149.61843995713437
120.37462200000036,27.184597,129.32086946245286
120.38462200000038,27.184597,212.9884800626763
120.39462200000038,27.184597,168.31441532655575
120.4046220000004,27.184597,89.01898711572322
120.4146220000004,27.184597,155.383710779315
120.4246220000004,27.184597,130.06983771238774
120.4346220000004,27.184597,175.52741908591906
120.4446220000004,27.184597,126.17847483559474
120.4546220000004,27.184597,146.42596554492198
120.46462200000042,27.184597,164.8410588043226
120.47462200000042,27.184597,175.39792236362712
120.48462200000044,27.184597,113.41083220485991
120.49462200000043,27.184597,138.93786314381074
120.50462200000044,27.184597,134.39346865389993
120.51462200000044,27.184597,128.6938319302105
